 d_week_seq1 | round | round | round | round | round | round | round 
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5121 |  1.58 |  3.38 |  1.14 |  0.95 |  0.83 |  1.33 |  1.14
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5122 |  0.29 |  0.78 |  1.48 |  1.06 |  1.19 |  1.08 |  0.86
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5123 |  1.06 |  0.84 |  0.93 |  1.12 |  1.07 |  1.07 |  0.88
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5124 |  1.19 |  1.29 |  0.94 |  1.26 |  1.15 |  0.94 |  1.42
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5125 |  0.85 |  1.23 |  0.92 |  1.18 |  0.90 |  1.19 |  1.06
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
        5126 |  1.00 |  0.97 |  0.96 |  1.36 |  1.13 |  1.14 |  1.36
