 brand_id |                       brand                        | t_hour | t_minute | ext_price 
  7001005 | importoedu pack #1                                 |     17 |       27 |    253.88
  5001001 | edu packedu pack #1                                |      8 |       57 |    252.84
  1002002 | importoamalg #2                                    |     17 |       48 |    252.45
  2001002 | amalgimporto #2                                    |     17 |        1 |    252.01
  3003001 | amalgmaxi #10                                      |     17 |       52 |    250.92
  2001002 | amalgimporto #2                                    |      7 |       11 |    247.86
  1001002 | amalgamalg #2                                      |     17 |       17 |    244.80
  8005003 | amalgscholar #1                                    |     18 |        8 |    242.94
  1002001 | exportiunivamalg #10                               |     17 |       38 |    237.75
  7015003 | edu packnameless #5                                |     18 |       27 |    237.60
  4001001 | amalgedu pack #1                                   |     17 |        8 |    234.22
  5001002 | amalgscholar #2                                    |     18 |        6 |    231.34
  4004001 | edu packedu pack #1                                |     18 |       44 |    230.10
  4004001 | edu packamalg #2                                   |     19 |       51 |    221.06
  3001002 | amalgexporti #2                                    |     19 |       54 |    220.19
  3002002 | importoexporti #2                                  |     18 |       45 |    218.90
  1002002 | namelessbrand #7                                   |     18 |       55 |    216.16
  9011003 | amalgamalg #2                                      |     17 |        0 |    211.20
  1004002 | edu packamalg #2                                   |     17 |       41 |    211.19
  9011003 | amalgamalg #2                                      |      9 |       15 |    209.82
  2004001 | brandmaxi #10                                      |      9 |        2 |    209.00
  6008001 | namelesscorp #1                                    |     19 |        3 |    202.10
  9009004 | maximaxi #4                                        |      7 |       47 |    199.75
  2004002 | edu packimporto #2                                 |     19 |       40 |    196.56
  5002002 | importoscholar #2                                  |     19 |       29 |    195.58
  4001002 | amalgedu pack #2                                   |      8 |       56 |    193.55
  1002001 | importoamalg #1                                    |     18 |       12 |    193.49
  3002002 | importoexporti #2                                  |      9 |       39 |    192.64
  9014004 | edu packunivamalg #4                               |     17 |       58 |    189.42
  5004001 | edu packscholar #1                                 |     18 |       24 |    187.60
  8004007 | edu packnameless #7                                |     17 |       56 |    180.96
  6014005 | edu packbrand #5                                   |      9 |       48 |    180.11
  1002002 | namelessbrand #7                                   |      8 |       11 |    179.52
  1002002 | importoamalg #2                                    |     19 |       24 |    175.40
  3002002 | importoexporti #2                                  |      8 |       38 |    171.08
  9013009 | corpnameless #10                                   |      8 |        9 |    170.20
  6008001 | namelesscorp #1                                    |     18 |        2 |    169.83
  5003001 | exportischolar #1                                  |     18 |       24 |    167.91
  1002002 | importoamalg #2                                    |      9 |       31 |    166.56
 10013013 | exportiamalgamalg #13                              |     19 |       53 |    155.04
  2004001 | edu packexporti #2                                 |      9 |       35 |    153.00
  8006005 | corpnameless #5                                    |     17 |       45 |    152.84
  1003002 | exportiamalg #2                                    |     17 |       19 |    144.60
  9011006 | amalgimporto #1                                    |     18 |       32 |    144.48
  6009005 | maxicorp #5                                        |     17 |       48 |    143.14
  8005008 | scholarnameless #8                                 |     17 |        6 |    136.30
  9008002 | namelessmaxi #2                                    |      9 |       15 |    135.84
  9014004 | edu packunivamalg #4                               |     19 |       14 |    134.78
  7001007 | amalgbrand #7                                      |     17 |       35 |    134.32
  2003002 | exportiimporto #2                                  |     19 |       50 |    133.38
  5003001 | exportischolar #1                                  |     18 |       51 |    132.73
  1004002 | brandcorp #3                                       |     17 |       52 |    128.88
  3003002 | exportiexporti #2                                  |     19 |       28 |    126.91
  2004002 | edu packimporto #2                                 |      9 |       52 |    115.40
  3003001 | amalgmaxi #10                                      |     18 |       23 |    114.07
  3001002 | amalgexporti #2                                    |      7 |       40 |    110.24
  4001001 | amalgedu pack #1                                   |     19 |       26 |    109.67
  6008002 | namelesscorp #2                                    |     19 |        5 |    109.56
  5002001 | exporticorp #2                                     |      8 |       57 |    107.50
  6004006 | amalgimporto #1                                    |      9 |       25 |    107.16
  3001002 | amalgexporti #2                                    |      8 |       37 |    101.50
  3004001 | edu packexporti #1                                 |     18 |       39 |    101.46
  1001001 | amalgamalg #1                                      |     19 |       23 |    100.98
  1003002 | exportiamalg #2                                    |     19 |        0 |     99.47
 10016013 | corpamalgamalg #13                                 |     19 |       31 |     99.11
  5003001 | exportischolar #1                                  |      8 |        9 |     97.58
  1002002 | namelessbrand #7                                   |     19 |       44 |     96.00
  1004001 | importounivamalg #5                                |     19 |       30 |     94.11
  8016006 | corpmaxi #6                                        |     17 |       45 |     89.90
  6009001 | amalgamalg #2                                      |     18 |       40 |     87.00
 10006008 | corpunivamalg #9                                   |      9 |       39 |     85.71
  2004001 | namelesscorp #5                                    |     19 |       22 |     85.20
  8001001 | amalgnameless #1                                   |     17 |       36 |     84.32
  9014004 | edu packunivamalg #4                               |      9 |       31 |     84.28
  1002002 | importoamalg #2                                    |     18 |       37 |     83.65
  2004001 | edu packexporti #2                                 |     19 |       39 |     82.68
 10012016 | amalgimporto #2                                    |      8 |       21 |     81.12
  2001002 | amalgimporto #2                                    |     19 |       47 |     78.48
 10013013 | exportiamalgamalg #13                              |      9 |       42 |     78.15
  2001002 | amalgimporto #2                                    |      9 |       49 |     76.61
  1003002 | exportiamalg #2                                    |     18 |       50 |     73.15
  7004009 | edu packbrand #9                                   |     18 |       39 |     72.75
  8004007 | edu packnameless #7                                |      9 |       25 |     66.80
  5004001 | amalgamalg #2                                      |      8 |        9 |     63.87
  7004010 | edu packbrand #10                                  |     17 |       55 |     61.97
 10003011 | exportiunivamalg #11                               |     19 |       54 |     57.02
  1004002 | edu packamalg #2                                   |     19 |       18 |     56.18
 10012004 | importoamalgamalg #4                               |     18 |       38 |     53.16
  6015006 | scholarbrand #6                                    |     18 |       27 |     52.92
  3001001 | amalgexporti #1                                    |      8 |       28 |     52.52
  4001001 | amalgedu pack #1                                   |     19 |       45 |     52.48
  1004002 | edu packamalg #2                                   |     17 |        7 |     50.96
  1003002 | exportiamalg #2                                    |     18 |       42 |     50.50
  5003001 | exportischolar #1                                  |      9 |        2 |     46.56
 10009008 | maxiunivamalg #8                                   |     18 |       19 |     45.14
  8005008 | scholarnameless #8                                 |     18 |       34 |     42.00
  1001002 | amalgamalg #2                                      |     18 |       28 |     37.70
 10013013 | exportiamalgamalg #13                              |     18 |       17 |     36.39
  9013009 | corpnameless #10                                   |     19 |        6 |     35.70
  9008002 | namelessmaxi #2                                    |      6 |       51 |     35.10
 10012004 | importoamalgamalg #4                               |     17 |       31 |     33.60
 10005003 | amalgscholar #2                                    |     19 |       17 |     31.85
  4004001 | exportiamalg #2                                    |      8 |       57 |     31.59
  9011006 | amalgimporto #1                                    |      9 |       17 |     31.32
  3003002 | exportiexporti #2                                  |     18 |       46 |     31.25
  8006005 | corpnameless #5                                    |      9 |        3 |     30.24
 10012007 | exporticorp #3                                     |     19 |       41 |     29.77
  4004001 | edu packamalg #2                                   |     17 |       57 |     27.74
  6008002 | namelesscorp #2                                    |     18 |       24 |     26.60
  7015003 | edu packnameless #5                                |      9 |       40 |     25.90
 10006008 | corpunivamalg #9                                   |     19 |       59 |     25.74
 10006008 | corpunivamalg #9                                   |      8 |        0 |     22.82
  1002001 | importoamalg #1                                    |     17 |       57 |     22.76
  3004001 | edu packexporti #1                                 |      8 |       44 |     20.07
  4001001 | importoscholar #1                                  |     18 |       19 |     18.24
  1002002 | namelessbrand #7                                   |     19 |       50 |     16.50
  4004001 | exportiamalg #2                                    |     17 |       42 |     16.38
  5001001 | amalgscholar #1                                    |     17 |       12 |     16.10
  1002002 | importoamalg #2                                    |     18 |       44 |     15.75
  2002001 | edu packexporti #1                                 |     19 |       52 |     15.12
  6008002 | namelesscorp #2                                    |     17 |       25 |     12.70
  5003002 | exportischolar #2                                  |      7 |       20 |     12.66
 10013013 | exportiamalgamalg #13                              |      9 |        2 |     12.11
  3001001 | amalgexporti #1                                    |     17 |       26 |     11.64
  1003001 | exportiamalg #1                                    |      9 |       48 |      8.25
  2004001 | brandmaxi #10                                      |     19 |       23 |      7.22
  1002002 | edu packscholar #1                                 |     18 |       15 |      6.68
 10010013 | univamalgamalg #13                                 |     17 |       36 |      6.21
  8004007 | edu packunivamalg #7                               |     18 |        9 |      2.92
  1002002 | importoamalg #2                                    |     19 |       44 |      2.90
  2001002 | amalgimporto #2                                    |      9 |       35 |      1.87
  2001002 | amalgimporto #2                                    |      6 |       52 |      1.00
  5003001 | edu packedu pack #2                                |      6 |       51 |      0.65
  2003002 | exportiimporto #2                                  |     18 |        9 |      0.00
  2004001 | brandmaxi #10                                      |     19 |       22 |      0.00
  2004001 | edu packexporti #2                                 |     19 |       15 |      0.00
  3002001 | importoexporti #1                                  |      9 |       14 |      0.00
  7001005 | importoedu pack #1                                 |      8 |       30 |      0.00
  8003010 | exportinameless #10                                |     19 |       55 |      0.00
 10003011 | exportiunivamalg #11                               |     17 |       44 |      0.00
(580 rows)

