path producer=mergejoin relids={0,1,2,3,4} kind=4 reqouter=- rows=1 startup=26068.067420670646 total=26069.700668128273 disabled=0 pathkeys=1 verdict=accepted jointype=inner outer={0,1,2,3} inner={4} width=2060 inputtotal=23760.818234425486
path producer=join.nestloop relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=29002.151627144536 total=135084.23207846604 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=32481.794578466044
path producer=join.nestloop relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=28979.62139770628 total=134031.49180561668 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=31429.054305616686
path producer=join.nestloop relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=0.5 total=128939.79229975415 disabled=0 pathkeys=0 verdict=dominated jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=26337.354799754146
path producer=join.nestloop relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=21107.939771779987 total=123764.38993519987 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=21161.95243519987
path producer=join.nestloop relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=21107.939771779987 total=123764.38993519987 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=21161.95243519987
path producer=join.nestloop relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=1000.625 total=121442.8979609945 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=18840.460460994494
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=18822.188268369486 total=18889.691354991795 disabled=0 pathkeys=1 verdict=accepted jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=18822.20826836949
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=18822.188268369486 total=18890.006354991798 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=18822.20826836949
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=22267.996601687726 total=22359.067935767656 disabled=0 pathkeys=1 verdict=accepted jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=22291.58484914535
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=22267.996601687726 total=22359.38293576766 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=22291.58484914535
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=31266.142019194725 total=32791.78444027358 disabled=0 pathkeys=1 verdict=accepted jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=32724.301353651274
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=31266.142019194725 total=32792.09944027358 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=32724.301353651274
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=31266.142019194725 total=32791.78444027358 disabled=0 pathkeys=1 verdict=accepted jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=32724.301353651274
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=31266.142019194725 total=32792.09944027358 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=32724.301353651274
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=19960.649915442566 total=22062.98230235822 disabled=0 pathkeys=1 verdict=accepted jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=21995.499215735912
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=19960.649915442566 total=22063.29730235822 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=21995.499215735912
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=31287.34308395144 total=31792.623025648427 disabled=0 pathkeys=1 verdict=accepted jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=31725.13993902612
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=31287.34308395144 total=31792.93802564843 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=31725.13993902612
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=29002.526627144536 total=32549.277665088353 disabled=0 pathkeys=1 verdict=accepted jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=32481.794578466044
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=29002.526627144536 total=32549.592665088352 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=32481.794578466044
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=29002.526627144536 total=32549.277665088353 disabled=0 pathkeys=1 verdict=accepted jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=32481.794578466044
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=29002.526627144536 total=32549.592665088352 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=32481.794578466044
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=28979.99639770628 total=31496.53739223899 disabled=0 pathkeys=1 verdict=accepted jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=31429.054305616686
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=28979.99639770628 total=31496.852392238994 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=31429.054305616686
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=0.875 total=26404.837886376452 disabled=0 pathkeys=0 verdict=accepted jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=26337.354799754146
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=0.875 total=26405.152886376454 disabled=0 pathkeys=0 verdict=dominated jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=26337.354799754146
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=21108.314771779987 total=21229.435521822175 disabled=0 pathkeys=1 verdict=accepted jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=21161.95243519987
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=21108.314771779987 total=21229.750521822178 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=21161.95243519987
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=21108.314771779987 total=21229.435521822175 disabled=0 pathkeys=1 verdict=accepted jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=21161.95243519987
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=21108.314771779987 total=21229.750521822178 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=21161.95243519987
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=1001 total=18907.9435476168 disabled=0 pathkeys=1 verdict=accepted jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=18840.460460994494
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=1001 total=18908.258547616802 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=18840.460460994494
partial producer=join.nestloop.partial relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=1.77 total=79184.9015072718 disabled=0 pathkeys=0 verdict=dominated jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=17817.276507271803
partial producer=join.nestloop.partial relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=2.145 total=17838.74839846981 disabled=0 pathkeys=0 verdict=accepted jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=17817.276507271803
partial producer=join.nestloop.partial relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=2.145 total=17838.838398469812 disabled=0 pathkeys=0 verdict=dominated jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=17817.276507271803
partial producer=join.nestloop.partial relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=1.77 total=307576.52299603884 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=229714.97299603882
partial producer=join.nestloop.partial relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=2.145 total=229754.84936540655 disabled=0 pathkeys=1 verdict=accepted jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=229714.97299603882
partial producer=join.nestloop.partial relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=2.145 total=229755.02936540655 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,1,3,4} inner={2} width=2060 inputtotal=229714.97299603882
path producer=mergejoin relids={0,1,2,3,4} kind=4 reqouter=- rows=1 startup=74112.06574066775 total=74897.63272248802 disabled=0 pathkeys=1 verdict=accepted jointype=inner outer={2} inner={0,1,3,4} width=2060 inputtotal=55682.0794348202
path producer=mergejoin relids={0,1,2,3,4} kind=4 reqouter=- rows=1 startup=18823.07380584754 total=104038.92828766782 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={2} inner={0,1,3,4} width=2060 inputtotal=84823.375
path producer=join.hash relids={0,1,2,3,4} kind=3 reqouter=- rows=1 startup=18822.48326836949 total=61143.57451836949 disabled=0 pathkeys=0 verdict=dominated jointype=inner outer={2} inner={0,1,3,4} width=2060 inputtotal=41732
partial producer=join.hash.partial.parallelhash relids={0,1,2,3,4} kind=3 reqouter=- rows=1 startup=17817.364007271804 total=43474.561547594385 disabled=0 pathkeys=0 verdict=dominated jointype=inner outer={2} inner={0,1,3,4} width=2060 inputtotal=25467.1612903
partial producer=join.hash.partial relids={0,1,2,3,4} kind=3 reqouter=- rows=1 startup=26337.629799754148 total=51994.82734007673 disabled=0 pathkeys=0 verdict=dominated jointype=inner outer={2} inner={0,1,3,4} width=2060 inputtotal=25467.16129032258
path producer=join.nestloop relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=18821.813268369486 total=121031.98826836947 disabled=0 pathkeys=0 verdict=dominated jointype=inner outer={2} inner={0,1,3,4} width=2060 inputtotal=41732
path producer=join.nestloop relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=18822.188268369486 total=164123.3632683695 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={2} inner={0,1,3,4} width=2060 inputtotal=84823.375
path producer=mergejoin relids={0,1,2,3,4} kind=4 reqouter=- rows=1 startup=18840.574949942544 total=18840.652449942543 disabled=0 pathkeys=1 verdict=accepted jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=18839.2448521925
path producer=join.hash relids={0,1,2,3,4} kind=3 reqouter=- rows=1 startup=1002.145 total=18840.5024771925 disabled=0 pathkeys=0 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=18839.2298521925
partial producer=join.hash.partial relids={0,1,2,3,4} kind=3 reqouter=- rows=1 startup=2.145 total=17840.4024771925 disabled=0 pathkeys=0 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=17839.129852192502
path producer=join.nestloop relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=1000.875 total=18840.559852192502 disabled=0 pathkeys=0 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=18839.2298521925
path producer=join.nestloop relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=84290.1834642147 total=86342.02132254296 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=86340.69132254296
path producer=join.nestloop relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=84290.1834642147 total=86342.02132254296 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=86340.69132254296
path producer=join.nestloop relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=74109.84510543966 total=74896.74708707964 disabled=0 pathkeys=1 verdict=accepted jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=74895.41708707964
path producer=join.nestloop relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=22296.796764642415 total=22393.330511750635 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=22392.000511750633
path producer=join.nestloop relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=31287.337150882937 total=32844.198717301675 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=32842.86871730168
path producer=join.nestloop relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=31287.337150882937 total=32844.198717301675 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=32842.86871730168
path producer=join.nestloop relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=19989.450078397254 total=22097.2448783412 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=22095.9148783412
path producer=join.nestloop relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=21108.189771779987 total=21232.35993253779 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=21231.02993253779
path producer=join.nestloop relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=31308.53821563965 total=31838.531190788468 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=31837.201190788466
path producer=join.nestloop relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=0.875 total=26404.249914789354 disabled=0 pathkeys=0 verdict=accepted jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=26402.919914789352
path producer=join.nestloop relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=29001.19152939449 total=31542.44555737903 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=31541.115557379027
path producer=join.nestloop relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=21108.189771779987 total=21232.35993253779 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=21231.02993253779
path producer=join.nestloop relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=74109.84510543966 total=74896.74708707964 disabled=0 pathkeys=1 verdict=accepted jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=74895.41708707964
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=1001 total=18839.37244034448 disabled=0 pathkeys=0 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=18839.2298521925
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=84290.3084642147 total=86340.83391069494 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=86340.69132254296
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=84290.3084642147 total=86340.83391069494 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=86340.69132254296
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=74109.97010543966 total=74895.55967523162 disabled=0 pathkeys=1 verdict=accepted jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=74895.41708707964
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=22296.921764642415 total=22392.143099902616 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=22392.000511750633
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=31287.462150882937 total=32843.01130545366 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=32842.86871730168
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=31287.462150882937 total=32843.01130545366 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=32842.86871730168
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=19989.575078397254 total=22096.057466493177 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=22095.9148783412
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=21108.314771779987 total=21231.17252068977 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=21231.02993253779
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=31308.66321563965 total=31837.34377894045 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=31837.201190788466
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=1 total=26403.06250294133 disabled=0 pathkeys=0 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=26402.919914789352
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=29001.31652939449 total=31541.258145531006 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=31541.115557379027
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=21108.314771779987 total=21231.17252068977 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=21231.02993253779
path producer=nestloop.index relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=74109.97010543966 total=74895.55967523162 disabled=0 pathkeys=1 verdict=accepted jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=74895.41708707964
partial producer=join.nestloop.partial relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=0.875 total=17840.459852192504 disabled=0 pathkeys=0 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=17839.129852192502
partial producer=join.nestloop.partial relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=1 total=17839.27244034448 disabled=0 pathkeys=0 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=17839.129852192502
partial producer=join.nestloop.partial relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=0.875 total=238884.86407939112 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=238883.53407939113
partial producer=join.nestloop.partial relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=1 total=238883.6766675431 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=238883.53407939113
partial producer=join.nestloop.partial relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=0.875 total=5.8465753573725685e+07 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=5.846575224372569e+07
partial producer=join.nestloop.partial relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=1 total=5.846575238631384e+07 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={0,2,3,4} inner={1} width=2060 inputtotal=5.846575224372569e+07
path producer=mergejoin relids={0,1,2,3,4} kind=4 reqouter=- rows=1 startup=18840.574949942544 total=18840.652449942543 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={1} inner={0,2,3,4} width=2060 inputtotal=1.3650977500432695
path producer=mergejoin relids={0,1,2,3,4} kind=4 reqouter=- rows=1 startup=18839.3648521925 total=18855.5923521925 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer={1} inner={0,2,3,4} width=2060 inputtotal=16.305000000000003
path producer=join.hash relids={0,1,2,3,4} kind=3 reqouter=- rows=1 startup=18839.2423521925 total=18840.4173521925 disabled=0 pathkeys=0 verdict=dominated jointype=inner outer={1} inner={0,2,3,4} width=2060 inputtotal=1.12
path producer=join.nestloop relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=1000.875 total=18840.5323521925 disabled=0 pathkeys=0 verdict=dominated jointype=inner outer={1} inner={0,2,3,4} width=2060 inputtotal=1.12
path producer=join.nestloop relids={0,1,2,3,4} kind=5 reqouter=- rows=1 startup=1001 total=18855.7173521925 disabled=0 pathkeys=1 verdict=accepted jointype=inner outer={1} inner={0,2,3,4} width=2060 inputtotal=16.305000000000003
path producer=gather relids={0,1,2,3,4} kind=11 reqouter=- rows=1 startup=1002.145 total=18838.848398469807 disabled=0 pathkeys=0 verdict=dominated jointype=inner outer=- inner=- width=2060 inputtotal=17838.74839846981
path producer=gather.merge relids={0,1,2,3,4} kind=12 reqouter=- rows=1 startup=1002.155 total=230754.97186540655 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer=- inner=- width=2060 inputtotal=229754.84936540655
path producer=gather.merge relids={0,1,2,3,4} kind=12 reqouter=- rows=1 startup=1002.185 total=5.588466889141698e+07 disabled=0 pathkeys=1 verdict=dominated jointype=inner outer=- inner=- width=2060 inputtotal=5.588366873391698e+07
